wanted,position,positionid,from,start,end
Q377077,President of the National Assembly,Q66022954,Q65133413,2019-05-18,
Q6283486,"Minister of Foreign Affairs, African Integration, La Francophonie, and Beninese Abroad",Q54555913,Q3438580,2003-06-12,2006-02-16
