position,title
Q2407810,President
Q52712468,Vice President
Q30148243,Prime Minister
Q54599200,Minister of the Environment
Q54598583,Minister of Finance
Q54555913,"Minister of Foreign Affairs, African Integration, La Francophonie, and Beninese Abroad"
Q111094010,Minister of the Interior
Q104816970,Minister of Justice
Q66022954,President of the National Assembly
Q3332571,Mediator of the Republic
